MSWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
375,1.43E-56,1.16E-33,53477.92922,51.38129033,28.12539494,0.04,0.002677543,-10621.83085,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880007,3.215074672,0.000714964,-1.031628447,0.397896441,12.00228916,-3.78741639,-3.232753685,-10.13549906,-10.09866057,-10.05477489
376,1.14E-56,9.10E-34,53392.00797,51.38129033,28.12539494,0.04,0.002677543,-10622.10309,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880004,3.215074672,0.000714964,-1.031628447,0.397896418,12.00228916,-3.787416394,-3.232754016,-10.13549906,-10.09866057,-10.05477491
377,6.85E-57,6.80E-34,53324.46446,51.38128683,28.12539494,0.04,0.002651639,-10622.2482,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880004,3.215074672,0.000714964,-1.031628447,0.397896417,12.00228916,-3.787416594,-3.232754324,-10.13549907,-10.09866057,-10.05477491
378,3.29E-57,4.73E-34,53276.88988,51.38128683,28.12539494,0.04,0.002651639,-10622.4527,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539873646,3.215074672,0.000714964,-1.031628447,0.397896417,12.00228912,-3.787416594,-3.232754799,-10.13549907,-10.09866086,-10.05477491
379,2.27E-57,3.46E-34,53233.07274,51.38126947,28.12539494,0.04,0.002651639,-10622.57868,3.55E-17,3.93E-15,0.002508952,0.025715177,0.539873646,3.215074672,0.000714964,-1.031628448,0.397896416,12.00228911,-3.787416598,-3.232754868,-10.13549907,-10.09866086,-10.05477491
380,1.48E-57,2.51E-34,53188.72109,51.38126938,28.12539494,0.04,0.002651639,-10623.03532,3.55E-17,3.93E-15,0.002508952,0.025715177,0.539873625,3.215074672,0.000714964,-1.031628448,0.397896414,12.00228911,-3.787416599,-3.232754881,-10.13549907,-10.09866095,-10.05477491
381,8.41E-58,2.07E-34,53126.32552,51.38120631,28.12539494,0.04,0.002651639,-10623.70451,3.55E-17,3.93E-15,0.002508952,0.0257151,0.53987361,3.215074672,0.000714964,-1.031628448,0.397896414,12.00228911,-3.787416599,-3.232759391,-10.13549907,-10.09866095,-10.05477492
382,5.55E-58,1.75E-34,53055.84644,51.38120608,28.12539487,0.04,0.002627846,-10623.92058,3.55E-17,3.93E-15,0.002508952,0.025715097,0.539873227,3.215074672,0.000714964,-1.031628448,0.397896414,12.00228911,-3.787416599,-3.232760033,-10.13549907,-10.09866095,-10.05477492
383,4.35E-58,1.47E-34,52996.40751,51.38114184,28.12539485,0.04,0.002603044,-10624.00243,3.55E-17,3.93E-15,0.002508952,0.025715097,0.539872524,3.215074672,0.000714963,-1.031628448,0.397896411,12.00228911,-3.7874166,-3.232767292,-10.13549907,-10.09866095,-10.05477492
384,2.71E-58,1.00E-34,52924.33963,51.38114184,28.12539485,0.04,0.002603044,-10624.12077,3.55E-17,3.93E-15,0.002508952,0.025715097,0.539872496,3.215074672,0.000714963,-1.031628448,0.39789641,12.00228911,-3.7874166,-3.232768946,-10.13549907,-10.09866095,-10.05479365
385,1.83E-58,6.26E-35,52829.67639,51.38100662,28.12539485,0.04,0.002603044,-10624.21482,3.55E-17,3.93E-15,0.002508952,0.025715097,0.539872496,3.215074672,0.000714963,-1.031628448,0.39789641,12.00228911,-3.787416616,-3.23277369,-10.13549907,-10.09866095,-10.05479365
386,1.06E-58,4.74E-35,52743.79206,51.3802659,28.12539485,0.04,0.002603044,-10624.30475,3.55E-17,3.93E-15,0.002508952,0.025715062,0.539872453,3.215074672,0.000714963,-1.031628448,0.397896409,12.00228911,-3.787416616,-3.232774359,-10.13549907,-10.09866095,-10.05479365
387,9.02E-59,4.00E-35,52694.99428,51.38024369,28.12539485,0.04,0.002603044,-10624.64562,3.55E-17,3.93E-15,0.002508952,0.025715045,0.53987244,3.215074672,0.000714963,-1.031628448,0.397896409,12.00228911,-3.787416616,-3.232775395,-10.13549907,-10.09866095,-10.05479365
388,6.58E-59,3.62E-35,52645.94321,51.38024369,28.12539485,0.04,0.002597106,-10624.84786,3.55E-17,3.93E-15,0.002508952,0.025715039,0.539872403,3.215074672,0.000714963,-1.031628448,0.397896409,12.00228911,-3.787416617,-3.23277556,-10.13549907,-10.09866095,-10.05479728
389,4.05E-59,3.11E-35,52580.05413,51.38024059,28.12539484,0.04,0.002596447,-10625.39731,3.55E-17,3.93E-15,0.002508952,0.025715033,0.539872402,3.215074672,0.000714963,-1.031628448,0.397896409,12.00228911,-3.787416634,-3.232775783,-10.13549907,-10.09866095,-10.05479746
390,2.44E-59,2.38E-35,52522.66488,51.38024047,28.12539484,0.04,0.002596447,-10625.82205,3.55E-17,3.93E-15,0.002508952,0.025715033,0.539872402,3.215074672,0.000714963,-1.031628448,0.397896409,12.00228911,-3.787416656,-3.232775995,-10.13549907,-10.09866095,-10.0547983
391,1.68E-59,1.97E-35,52464.21341,51.3802404,28.12539484,0.04,0.002596447,-10625.97073,3.55E-17,3.93E-15,0.002508952,0.025715031,0.539872337,3.215074672,0.000714963,-1.031628448,0.397896408,12.00228911,-3.787416656,-3.232776052,-10.13549907,-10.09866096,-10.05479831
392,7.87E-60,1.45E-35,52386.17889,51.3802404,28.12539484,0.04,0.00259027,-10626.14236,3.55E-17,3.93E-15,0.002508952,0.025715031,0.539872337,3.215074672,0.000714963,-1.031628448,0.397896408,12.00228911,-3.787416657,-3.232776359,-10.13549908,-10.09866096,-10.05479831
393,4.39E-60,8.75E-36,52326.62123,51.38023703,28.12539484,0.04,0.002582962,-10626.55571,3.55E-17,3.93E-15,0.002508952,0.02571503,0.539872284,3.215074672,0.000714963,-1.031628448,0.397896408,12.00228911,-3.787416657,-3.232776506,-10.13549908,-10.09866096,-10.05479831
394,3.26E-60,6.92E-36,52250.77472,51.38019828,28.12539484,0.04,0.002582962,-10626.89821,3.55E-17,3.93E-15,0.002508952,0.025715029,0.539872272,3.215074672,0.000714962,-1.031628448,0.397896408,12.00228911,-3.787416659,-3.232776547,-10.13549908,-10.09866096,-10.05479835
395,2.52E-60,5.02E-36,52172.491,51.38016026,28.12539484,0.04,0.002582962,-10627.07974,3.55E-17,3.93E-15,0.002508952,0.025715029,0.539872269,3.215074672,0.000714962,-1.031628448,0.397896408,12.00228911,-3.787416678,-3.232779273,-10.13549908,-10.09866096,-10.05479835
396,1.71E-60,3.95E-36,52114.01705,51.38009709,28.12539484,0.04,0.002582962,-10627.17373,3.55E-17,3.93E-15,0.002508952,0.025715014,0.539872269,3.215074672,0.000714962,-1.031628449,0.397896408,12.00228911,-3.78741669,-3.232779321,-10.13549908,-10.09866096,-10.05479835
397,1.35E-60,2.65E-36,52071.24621,51.38008233,28.12539484,0.04,0.002565292,-10627.28138,3.55E-17,3.93E-15,0.002508952,0.02571496,0.539872004,3.215074672,0.000714962,-1.031628449,0.397896408,12.00228911,-3.78741669,-3.232779339,-10.13549911,-10.09866096,-10.05479835
398,1.06E-60,2.07E-36,52004.63196,51.38008233,28.12539484,0.04,0.002565292,-10627.32399,3.55E-17,3.93E-15,0.002508952,0.025714874,0.539872002,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416744,-3.232780601,-10.13549911,-10.09866096,-10.05479842
399,8.41E-61,1.30E-36,51904.59543,51.38008233,28.12539484,0.04,0.00256433,-10627.39229,3.55E-17,3.93E-15,0.002508952,0.025714847,0.539871999,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416801,-3.232780711,-10.13549911,-10.09866096,-10.05479842
400,6.52E-61,6.12E-37,51835.01994,51.38008228,28.12539484,0.04,0.00256433,-10627.48249,3.55E-17,3.93E-15,0.002508952,0.025714805,0.539871992,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416806,-3.23278477,-10.13549911,-10.09866096,-10.05479853
401,4.75E-61,4.90E-37,51728.99977,51.38007913,28.12539484,0.04,0.002553395,-10627.52811,3.55E-17,3.93E-15,0.002508952,0.025714805,0.53987199,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416806,-3.232792247,-10.13549911,-10.09866096,-10.05479853
402,3.39E-61,4.04E-37,51674.46448,51.38007906,28.12539484,0.04,0.002553395,-10627.6031,3.55E-17,3.93E-15,0.002508952,0.025714781,0.539871979,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416851,-3.232807701,-10.13549911,-10.09866096,-10.05479856
403,2.73E-61,3.08E-37,51589.90527,51.38003554,28.12539484,0.04,0.002553334,-10627.64649,3.55E-17,3.93E-15,0.002508952,0.025714772,0.539871979,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416894,-3.232822578,-10.13549911,-10.09866096,-10.05479856
404,2.03E-61,2.03E-37,51509.36805,51.38001243,28.12539484,0.04,0.002553334,-10627.71271,3.55E-17,3.93E-15,0.002508952,0.025714771,0.539871979,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416907,-3.232833097,-10.13549911,-10.09866096,-10.05479856
405,1.58E-61,1.30E-37,51430.79977,51.37998304,28.12539484,0.04,0.002534398,-10627.76561,3.55E-17,3.93E-15,0.002508952,0.025714771,0.539871979,3.215074672,0.000714962,-1.031628449,0.397896407,12.00228911,-3.787416908,-3.232835829,-10.13549911,-10.09866096,-10.05479856
406,1.09E-61,8.61E-38,51351.81207,51.3774481,28.12539484,0.04,0.002534398,-10627.82665,3.55E-17,3.93E-15,0.002508952,0.025714771,0.539871979,3.215074672,0.000714962,-1.031628449,0.397896406,12.00228911,-3.787416914,-3.23284211,-10.13549911,-10.09866096,-10.05479856
407,8.58E-62,7.08E-38,51284.1534,51.37703056,28.12539484,0.04,0.002534398,-10627.91458,3.55E-17,3.93E-15,0.002508952,0.025714765,0.539871979,3.215074672,0.000714962,-1.031628449,0.397896406,12.00228911,-3.787416914,-3.232844398,-10.13550292,-10.09866096,-10.05479856
408,6.86E-62,4.86E-38,51155.39782,51.37669289,28.12539484,0.04,0.002534398,-10628.00315,3.55E-17,3.93E-15,0.002508952,0.025714708,0.539871978,3.215074672,0.000714962,-1.031628449,0.397896406,12.00228911,-3.787416914,-3.232846658,-10.13550292,-10.09866096,-10.05479856
409,5.55E-62,3.41E-38,51025.6958,51.37669289,28.12539484,0.04,0.002534398,-10628.08034,3.55E-17,3.93E-15,0.002508952,0.025714653,0.539871978,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416914,-3.232846818,-10.13550292,-10.09866096,-10.05479856
410,4.40E-62,2.33E-38,50864.86236,51.37669073,28.12539484,0.04,0.002524506,-10628.12115,3.55E-17,3.93E-15,0.002508952,0.02571465,0.539871978,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416944,-3.232847206,-10.13550292,-10.09866096,-10.05479856
411,3.07E-62,1.70E-38,50792.8929,51.37669073,28.12539484,0.04,0.002524506,-10628.19038,3.55E-17,3.93E-15,0.002508952,0.025714647,0.539871928,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416958,-3.232847453,-10.13550352,-10.09866096,-10.05479856
412,1.89E-62,1.39E-38,50701.86199,51.37668789,28.12539484,0.04,0.002508221,-10628.28755,3.55E-17,3.93E-15,0.002508952,0.025714645,0.539871928,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416962,-3.232847462,-10.13550352,-10.09866096,-10.05479856
413,1.60E-62,1.08E-38,50641.28875,51.37667872,28.12539484,0.04,0.002508221,-10628.35104,3.55E-17,3.93E-15,0.002508952,0.025714644,0.539871928,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416966,-3.232849058,-10.13550352,-10.09866096,-10.05479856
414,1.12E-62,8.19E-39,50588.23124,51.37667872,28.12539484,0.04,0.002508221,-10628.40446,3.55E-17,3.93E-15,0.002508952,0.025714644,0.539871766,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416967,-3.232849736,-10.13550352,-10.09866096,-10.05479856
415,8.80E-63,6.09E-39,50527.0216,51.37667741,28.12539484,0.04,0.002508221,-10628.48488,3.55E-17,3.93E-15,0.002508952,0.025714638,0.539871562,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416972,-3.232851785,-10.13550352,-10.09866096,-10.05479857
416,2.78E-63,4.08E-39,50444.6084,51.37667685,28.12539484,0.04,0.002506034,-10628.52461,3.55E-17,3.93E-15,0.002508952,0.025714637,0.539871512,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416972,-3.232853151,-10.13550352,-10.09866096,-10.05479857
417,2.36E-63,3.31E-39,50370.02213,51.37667556,28.12539484,0.04,0.002492672,-10628.58001,3.55E-17,3.93E-15,0.002508952,0.025714637,0.539871502,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416973,-3.232853348,-10.13550352,-10.09866096,-10.05479857
418,1.19E-63,2.29E-39,50295.58507,51.37660224,28.12539484,0.04,0.002492672,-10628.76117,3.55E-17,3.93E-15,0.002508952,0.025714637,0.539871501,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416973,-3.232853359,-10.13550352,-10.09866096,-10.05479857
419,8.27E-64,1.69E-39,50224.09067,51.37660186,28.12539484,0.04,0.002492672,-10628.81625,3.55E-17,3.93E-15,0.002508952,0.025714636,0.539871501,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787416977,-3.232853574,-10.13550517,-10.09866096,-10.05479857
420,6.45E-64,1.29E-39,50151.00735,51.37658961,28.12539484,0.04,0.002474814,-10628.81922,3.55E-17,3.93E-15,0.002508952,0.025714635,0.539871485,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787417158,-3.232853978,-10.13550518,-10.09866096,-10.05479857
421,4.02E-64,1.05E-39,50108.19682,51.37653578,28.12539484,0.04,0.002464227,-10628.86064,3.55E-17,3.93E-15,0.002508952,0.025714635,0.539871485,3.215074672,0.000714961,-1.031628449,0.397896406,12.00228911,-3.787417158,-3.232856264,-10.13550518,-10.09866096,-10.05479857
422,2.46E-64,8.38E-40,50065.1193,51.3763238,28.12539484,0.04,0.002464227,-10628.95563,3.55E-17,3.93E-15,0.002508952,0.025714614,0.539871243,3.215074672,0.00071496,-1.031628449,0.397896406,12.00228911,-3.787417177,-3.232856413,-10.13550518,-10.09866096,-10.05479857
423,7.57E-65,6.11E-40,50024.68544,51.3763238,28.12539484,0.04,0.002460808,-10629.01178,3.55E-17,3.93E-15,0.002508952,0.025714613,0.539871241,3.215074672,0.00071496,-1.03162845,0.397896406,12.00228909,-3.787417182,-3.232856527,-10.13550518,-10.09866096,-10.05479857
424,1.94E-65,4.37E-40,49953.17675,51.37632325,28.12539484,0.04,0.002460808,-10629.06573,3.55E-17,3.93E-15,0.002508952,0.025714613,0.539871238,3.215074672,0.00071496,-1.03162845,0.397896406,12.00228909,-3.787417229,-3.232856573,-10.13550518,-10.09866096,-10.05479857
425,4.19E-66,3.30E-40,49886.90374,51.37626874,28.12539484,0.04,0.002460708,-10629.13057,3.55E-17,3.93E-15,0.002508952,0.025714612,0.539871238,3.215074672,0.00071496,-1.03162845,0.397896406,12.00228909,-3.78741723,-3.232856887,-10.13550518,-10.09866096,-10.05479857
426,3.16E-67,2.38E-40,49794.678,51.37626139,28.12539484,0.04,0.002460708,-10629.15201,3.55E-17,3.93E-15,0.002508952,0.025714612,0.539871227,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.78741723,-3.23285689,-10.13550518,-10.09866096,-10.05479857
427,1.92E-67,1.92E-40,49692.88859,51.37626037,28.12539483,0.04,0.002460708,-10629.17931,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539871099,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.78741723,-3.232871157,-10.13550518,-10.09866096,-10.05479857
428,1.52E-67,1.36E-40,49628.23112,51.37618873,28.12539479,0.04,0.002460708,-10629.26638,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539871035,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.78741723,-3.232873702,-10.13550518,-10.09866096,-10.05479857
429,9.74E-68,1.03E-40,49554.45701,51.37618873,28.12539479,0.04,0.002460708,-10629.39618,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539871035,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.787417231,-3.232876594,-10.13550518,-10.09866096,-10.05479857
430,6.39E-68,7.97E-41,49491.76803,51.37618439,28.12539479,0.04,0.002460708,-10629.45548,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539871035,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.78741725,-3.232879093,-10.13550518,-10.09866096,-10.05479857
431,4.63E-68,5.37E-41,49430.56095,51.37618439,28.12539479,0.04,0.002460708,-10629.60604,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539871035,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.787417251,-3.232880525,-10.13550518,-10.09866096,-10.05479857
432,3.16E-68,4.02E-41,49351.03028,51.37616881,28.12539479,0.04,0.002458171,-10629.64505,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539871035,3.215074672,0.000714959,-1.03162845,0.397896406,12.00228909,-3.787417251,-3.232880856,-10.13550518,-10.09866096,-10.05479857
433,2.12E-68,2.99E-41,49236.5758,51.37616869,28.12539479,0.04,0.002458171,-10629.66806,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539870477,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228909,-3.787417251,-3.232881034,-10.13550518,-10.09866096,-10.05479857
434,1.39E-68,2.27E-41,49121.71871,51.37616869,28.12539479,0.04,0.002455018,-10629.79123,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539870373,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417251,-3.232881324,-10.13550518,-10.09866096,-10.05479857
435,9.06E-69,1.68E-41,48992.76412,51.37616869,28.12539479,0.04,0.002438993,-10630.13365,3.55E-17,3.93E-15,0.002508952,0.025714611,0.539870356,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417252,-3.232882255,-10.13550518,-10.09866096,-10.05479857
436,7.03E-69,1.12E-41,48937.72556,51.37616853,28.12539479,0.04,0.002437712,-10630.18607,3.55E-17,3.93E-15,0.002508952,0.025714604,0.539870356,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417252,-3.23288338,-10.13550518,-10.09866096,-10.05479857
437,4.98E-69,8.42E-42,48855.12994,51.37616853,28.12539479,0.04,0.002437712,-10630.20956,3.55E-17,3.93E-15,0.002508952,0.025714603,0.539870356,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417252,-3.232883745,-10.13550518,-10.09866096,-10.0547986
438,3.73E-69,6.35E-42,48732.80265,51.37616853,28.12539479,0.04,0.002437712,-10630.54012,3.55E-17,3.93E-15,0.002508952,0.025714602,0.539870032,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417252,-3.232883966,-10.13550518,-10.09866096,-10.05479863
439,2.69E-69,4.67E-42,48663.08152,51.37614552,28.12539479,0.04,0.002437712,-10630.60183,3.55E-17,3.93E-15,0.002508952,0.025714601,0.53987002,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417252,-3.232884971,-10.13550518,-10.09866096,-10.05479863
440,1.83E-69,3.85E-42,48620.20593,51.3761451,28.12539479,0.04,0.002437712,-10630.77288,3.55E-17,3.93E-15,0.002508952,0.025714601,0.539869963,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417262,-3.232885068,-10.13550518,-10.09866096,-10.05479863
441,1.36E-69,3.06E-42,48542.56118,51.37614496,28.12539479,0.04,0.002437712,-10630.87739,3.55E-17,3.93E-15,0.002508952,0.025714601,0.539869962,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417262,-3.232885135,-10.13550518,-10.09866096,-10.05479863
442,1.10E-69,2.23E-42,48451.09043,51.3759129,28.12539479,0.04,0.002437712,-10631.01233,3.55E-17,3.93E-15,0.002508952,0.025714601,0.539869897,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417262,-3.232885143,-10.13550518,-10.09866096,-10.05479863
443,8.23E-70,1.49E-42,48378.71057,51.37591275,28.12539479,0.04,0.002437712,-10631.02792,3.55E-17,3.93E-15,0.002508952,0.025714599,0.539869897,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417262,-3.232885153,-10.13550518,-10.09866096,-10.05479863
444,6.67E-70,1.14E-42,48302.7025,51.37591268,28.12539479,0.04,0.002437712,-10631.05714,3.55E-17,3.93E-15,0.002508952,0.025714596,0.539869897,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417305,-3.232885155,-10.13550518,-10.09866096,-10.05479863
445,4.53E-70,9.30E-43,48213.24091,51.37589081,28.12539479,0.04,0.002437712,-10631.0683,3.55E-17,3.93E-15,0.002508952,0.025714596,0.539869885,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417305,-3.232885177,-10.13550518,-10.09866096,-10.05479869
446,3.52E-70,7.61E-43,48115.26623,51.37589078,28.12539479,0.04,0.00243121,-10631.07231,3.55E-17,3.93E-15,0.002508952,0.025714595,0.53986978,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417305,-3.232885177,-10.13550518,-10.09866096,-10.05479882
447,2.75E-70,6.04E-43,48040.8857,51.37589078,28.12539479,0.04,0.00243014,-10631.11325,3.55E-17,3.93E-15,0.002508952,0.025714595,0.539869753,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417309,-3.232885187,-10.13550519,-10.09866096,-10.05479882
448,2.19E-70,4.58E-43,47988.36566,51.37589078,28.12539479,0.04,0.00243014,-10631.14146,3.55E-17,3.93E-15,0.002508952,0.025714592,0.539869654,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417309,-3.232885187,-10.13550519,-10.09866096,-10.05479882
449,1.82E-70,2.89E-43,47886.01375,51.37582951,28.12539479,0.04,0.00243014,-10631.20322,3.55E-17,3.93E-15,0.002508952,0.025714592,0.539869624,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417309,-3.232885187,-10.13550519,-10.09866096,-10.05479882
450,1.25E-70,2.26E-43,47811.00369,51.37582865,28.12539479,0.04,0.00243014,-10631.25136,3.55E-17,3.93E-15,0.002508952,0.025714592,0.539869624,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417309,-3.232886139,-10.13550519,-10.09866096,-10.05479882
451,8.71E-71,1.32E-43,47712.19162,51.37582588,28.12539479,0.04,0.00243014,-10631.30551,3.55E-17,3.93E-15,0.002508952,0.025714592,0.539869504,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.78741736,-3.232886289,-10.13550519,-10.09866096,-10.05479882
452,5.50E-71,8.32E-44,47625.34015,51.37582588,28.12539479,0.04,0.00243014,-10631.34946,3.55E-17,3.93E-15,0.002508952,0.02571459,0.539869504,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.78741736,-3.232886289,-10.13550519,-10.09866096,-10.05479886
453,3.96E-71,6.83E-44,47540.13686,51.37582118,28.12539479,0.04,0.002429209,-10631.41855,3.55E-17,3.93E-15,0.002508952,0.025714587,0.539869504,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417379,-3.232886416,-10.13550519,-10.09866096,-10.05479886
454,3.27E-71,5.30E-44,47489.39219,51.37543201,28.12539479,0.04,0.002429209,-10631.44158,3.55E-17,3.93E-15,0.002508952,0.025714583,0.539869504,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417379,-3.232886422,-10.13550519,-10.09866096,-10.05479886
455,2.53E-71,4.29E-44,47429.921,51.37542878,28.12539479,0.04,0.002429209,-10631.45574,3.55E-17,3.93E-15,0.002508952,0.025714583,0.539869495,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417379,-3.232888577,-10.13550519,-10.09866096,-10.05479886
456,1.89E-71,3.77E-44,47331.38991,51.3754286,28.12539479,0.04,0.002429209,-10631.51563,3.55E-17,3.93E-15,0.002508952,0.025714583,0.539869427,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417395,-3.232889789,-10.13550519,-10.09866096,-10.05479888
457,1.39E-71,3.23E-44,47242.72066,51.3754286,28.12539479,0.04,0.002429209,-10631.522,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539869412,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417406,-3.23289017,-10.13550519,-10.09866096,-10.05479889
458,1.16E-71,2.56E-44,47177.15053,51.37542756,28.12539479,0.04,0.002429116,-10631.61118,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539869412,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417406,-3.232891211,-10.13550519,-10.09866096,-10.05479889
459,9.63E-72,1.73E-44,47101.54921,51.37542746,28.12539479,0.04,0.002429116,-10631.64335,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539868625,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417413,-3.232891628,-10.13550519,-10.09866096,-10.05479889
460,8.52E-72,1.45E-44,47050.13211,51.3754273,28.12539479,0.04,0.002429116,-10631.70435,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539868625,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228907,-3.787417413,-3.232891628,-10.13550519,-10.09866096,-10.0547989
461,7.11E-72,1.21E-44,46998.16156,51.37542699,28.12539479,0.04,0.002429116,-10631.73305,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539868308,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417415,-3.232891946,-10.13550519,-10.09866096,-10.0547989
462,6.47E-72,9.93E-45,46941.77976,51.37540786,28.12539479,0.04,0.002429116,-10631.79909,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539868307,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417415,-3.232892418,-10.13550519,-10.09866096,-10.0547989
463,5.64E-72,6.04E-45,46869.05209,51.37538948,28.12539479,0.04,0.002429116,-10631.81957,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867962,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417415,-3.232892418,-10.13550519,-10.09866096,-10.0547989
464,5.04E-72,5.06E-45,46802.49197,51.37538948,28.12539479,0.04,0.002428866,-10631.82935,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867962,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417416,-3.232892571,-10.13550519,-10.09866096,-10.0547989
465,4.39E-72,4.13E-45,46756.06833,51.37538948,28.12539479,0.04,0.002428866,-10631.84268,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867962,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417505,-3.232892618,-10.13550519,-10.09866096,-10.0547989
466,3.32E-72,2.94E-45,46693.77133,51.37538948,28.12539479,0.04,0.002427559,-10631.84741,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867922,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417532,-3.232892624,-10.13550519,-10.09866096,-10.0547989
467,2.88E-72,2.21E-45,46651.51431,51.37538658,28.12539479,0.04,0.002427559,-10631.85343,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867908,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417532,-3.232892624,-10.13550519,-10.09866096,-10.0547989
