MSWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
95,0.003347953,0.003751102,83094.54526,64.88622043,28.95132361,0.54,0.024641917,-9848.210843,12.29812726,0.009849722,0.087252781,0.095405205,0.768107924,3.601223674,0.000759305,-1.031624919,0.398010487,12.17987025,-3.756413211,-3.193973091,-9.984578311,-9.815217789,-8.94639495
96,0.003085728,0.003445741,83033.19636,64.85181976,28.8935319,0.52,0.024300781,-9861.243186,12.22078578,0.00920192,0.084781117,0.09367583,0.764529352,3.597466322,0.00075874,-1.031625135,0.398008193,12.1787763,-3.756656618,-3.195108467,-9.991380437,-9.817740563,-8.949445139
97,0.002724133,0.003241357,82943.36209,64.84868001,28.87821511,0.52,0.024258269,-9866.773442,11.85169061,0.008793771,0.08284028,0.092648815,0.759719482,3.596168997,0.00075765,-1.031625475,0.398004914,12.17553019,-3.75694085,-3.195485258,-9.992062156,-9.819753606,-8.952171931
98,0.002437251,0.00309867,82860.42816,64.83272495,28.86360964,0.48,0.024056845,-9877.37874,11.8453807,0.008209189,0.08125851,0.0886229,0.756288785,3.595986751,0.000757233,-1.03162574,0.397994544,12.17378361,-3.757002858,-3.196206817,-9.994516154,-9.827397617,-8.955545989
99,0.001543054,0.002825543,82645.45903,64.83241198,28.839913,0.44,0.023802818,-9883.83571,11.71118496,0.007634652,0.075997409,0.08501736,0.752510734,3.595986656,0.000756519,-1.031625912,0.397989861,12.17274905,-3.757135947,-3.197029444,-9.996474998,-9.829248281,-8.959039185
100,0.001313506,0.002578907,82546.27104,64.82351046,28.82544015,0.38,0.023763053,-9892.809148,11.64303783,0.006955032,0.065939559,0.07662649,0.74789302,3.595465589,0.000755661,-1.031625977,0.397989113,12.16965029,-3.757284676,-3.198602483,-10.00235551,-9.836454903,-8.964196354
101,0.00121206,0.00224824,82507.50547,64.81604229,28.81199363,0.38,0.023213109,-9905.260636,11.61461282,0.0064383,0.062576879,0.068643332,0.744406886,3.595465346,0.000754857,-1.031626124,0.397988727,12.1667936,-3.757387957,-3.199311845,-10.00418654,-9.837613637,-9.00374244
102,0.000899382,0.002045852,82262.40863,64.81385641,28.80321855,0.36,0.023103594,-9927.677731,11.56597978,0.005955116,0.060079246,0.066854903,0.73826663,3.595465246,0.000754652,-1.031626165,0.397988322,12.16454677,-3.757807861,-3.200154288,-10.00959064,-9.841229425,-9.010599335
103,0.000801497,0.00178587,82083.47165,64.80885777,28.79324435,0.34,0.022302432,-9935.433575,9.796951831,0.005594689,0.050574195,0.065892714,0.732552455,3.594548917,0.000754371,-1.031626196,0.397987913,12.16368781,-3.758317578,-3.200695254,-10.01108305,-9.844513755,-9.059690668
104,0.000743404,0.001659979,82022.86908,64.80669138,28.78042549,0.34,0.022130336,-9959.556144,9.701111674,0.005298056,0.048656313,0.06476182,0.726561287,3.594074716,0.000753096,-1.03162623,0.39798376,12.16223926,-3.758826526,-3.201428581,-10.0131726,-9.845695665,-9.127005821
105,0.000644733,0.001571847,81829.62856,64.72951678,28.76845516,0.34,0.021899198,-9966.615734,9.343905307,0.004883648,0.04546979,0.063287555,0.722632083,3.593842673,0.000752841,-1.031626236,0.397981962,12.16170129,-3.758944405,-3.20197321,-10.01483454,-9.851954852,-9.131910832
106,0.000552211,0.00141579,81659.28369,64.68721497,28.76469468,0.34,0.021675119,-9972.709347,9.329828123,0.004575098,0.043676495,0.061877505,0.716565167,3.593842113,0.000752309,-1.031626259,0.397978908,12.15719831,-3.758977849,-3.203277426,-10.01628963,-9.855320373,-9.25155507
107,0.000418216,0.001278189,81461.98579,64.60168878,28.7561475,0.34,0.021661018,-9982.69757,9.237333449,0.004295334,0.041371048,0.061062137,0.711826889,3.576389082,0.000751119,-1.031626282,0.397973451,12.15584388,-3.759103062,-3.204344261,-10.01726872,-9.860556353,-9.258397795
108,0.000359646,0.001118791,81364.68568,64.46584378,28.74519443,0.34,0.021482468,-9990.341666,9.064466276,0.003959984,0.038828212,0.060028164,0.708116639,3.57638888,0.000750868,-1.031626306,0.397970258,12.15237707,-3.759206253,-3.204713241,-10.02062973,-9.861860202,-9.289538909
109,0.000304802,0.000985681,80524.01785,64.46470144,28.73632458,0.34,0.021094639,-9994.871197,9.020826445,0.00369654,0.036560483,0.059108574,0.703765798,3.575736075,0.000749872,-1.031626314,0.397969756,12.14665422,-3.759347058,-3.20510706,-10.02222527,-9.86511991,-9.294438111
110,0.000255797,0.000840973,80447.99935,64.44767536,28.73312661,0.34,0.020794971,-10003.21245,8.886803711,0.003492589,0.036011695,0.057793363,0.700740839,3.5740463,0.000749278,-1.031626317,0.397965681,12.1442717,-3.7602819,-3.205744856,-10.02765101,-9.868541613,-9.300813462
111,0.000228892,0.000761068,80345.8312,64.27768937,28.7280078,0.34,0.02025098,-10007.93825,8.628677456,0.00324414,0.034872139,0.057083614,0.698956289,3.57360047,0.000749061,-1.031626391,0.39796142,12.13963566,-3.760317591,-3.206138274,-10.03176631,-9.869931741,-9.301740861
112,0.000191419,0.000681166,80155.99946,64.19859418,28.7255806,0.32,0.020153397,-10014.97319,8.457326613,0.002862501,0.034254941,0.056386242,0.697812384,3.573084035,0.000748689,-1.031627183,0.397959793,12.13258293,-3.760639708,-3.206577507,-10.03249537,-9.87226915,-9.303420598
113,0.000176321,0.000597866,79641.21096,63.9737706,28.72092915,0.32,0.019731328,-10027.17318,8.33745777,0.002567434,0.033450783,0.055679797,0.691499211,3.572885936,0.000748015,-1.031627199,0.397958586,12.12842989,-3.760825287,-3.207053492,-10.03408163,-9.874081347,-9.304252593
114,0.000163564,0.000548489,79576.53811,63.69947152,28.71329933,0.32,0.019493838,-10033.02313,8.216179266,0.002412477,0.033042324,0.055022323,0.688489665,3.57099104,0.000747142,-1.031627201,0.397957309,12.12647815,-3.76085888,-3.207613642,-10.03597575,-9.876875062,-9.304689503
115,0.000147039,0.000514339,79505.59563,63.6677411,28.70666101,0.32,0.019443876,-10041.32538,7.814921403,0.002189643,0.03249731,0.054444144,0.68655332,3.570742571,0.000746953,-1.0316273,0.397956487,12.12569704,-3.760988491,-3.208451396,-10.0371689,-9.88020934,-9.307338585
116,0.000134972,0.000458704,79420.72967,63.51791882,28.70137642,0.3,0.019390442,-10046.59371,7.685385406,0.001914241,0.03166466,0.05372041,0.683877067,3.570701539,0.000746653,-1.0316273,0.397956167,12.12495275,-3.76100785,-3.209083501,-10.03824797,-9.883487582,-9.309957351
117,0.000129104,0.000390759,79327.09204,63.44116036,28.69568284,0.3,0.019264003,-10049.25491,7.454223545,0.001761126,0.029333278,0.052542946,0.68032588,3.570507006,0.000745199,-1.031627314,0.397951945,12.12203345,-3.761069166,-3.209784844,-10.0398487,-9.88448408,-9.311227295
118,0.000115952,0.000340579,79267.24425,63.15309087,28.69089089,0.3,0.018895459,-10055.98766,7.232267556,0.001560352,0.027255687,0.051740285,0.674618518,3.570503401,0.000744446,-1.031627463,0.397951865,12.12119534,-3.761143469,-3.210239349,-10.0408252,-9.886700637,-9.320910829
119,0.000110838,0.000304516,79161.5343,63.0228895,28.6869488,0.3,0.018895459,-10062.4285,7.012572167,0.001447458,0.024144255,0.050854661,0.672210143,3.570500653,0.000742695,-1.031627527,0.397951315,12.12041067,-3.761507625,-3.210822884,-10.0416035,-9.887426702,-9.327908561
120,9.52E-05,0.000266619,78828.46373,62.41728545,28.6822289,0.3,0.018502938,-10102.81887,7.008978393,0.001304263,0.022558496,0.050253838,0.669363095,3.570500596,0.000742432,-1.031627574,0.397948082,12.12000578,-3.761912173,-3.211022144,-10.04213978,-9.888396695,-9.331399587
121,8.74E-05,0.000248069,78748.72692,61.82323034,28.67186348,0.3,0.017511332,-10109.01745,6.971370224,0.001141724,0.020740804,0.049756299,0.667661113,3.570406293,0.00074226,-1.031627626,0.397948044,12.11900004,-3.762795916,-3.211351642,-10.04452919,-9.891848393,-9.332517307
122,5.77E-05,0.000206592,78574.21464,61.61831077,28.66731799,0.3,0.017445034,-10116.61255,6.892883575,0.001049698,0.019807766,0.048968632,0.664573324,3.570406084,0.000742148,-1.031627639,0.397947594,12.11826114,-3.762977725,-3.211504901,-10.04497281,-9.893630636,-9.334548117
123,5.34E-05,0.000189088,78443.93998,61.475648,28.66236296,0.3,0.017445034,-10128.42469,6.821971254,0.000883837,0.018915557,0.048462225,0.662971535,3.570401342,0.000742075,-1.031627639,0.397945647,12.1178099,-3.764482788,-3.211589843,-10.04617045,-9.896595257,-9.33623909
124,3.90E-05,0.000167192,78321.16837,61.10668493,28.6570563,0.3,0.017022224,-10138.96212,6.70926015,0.000837768,0.01767196,0.047896486,0.661098192,3.570399995,0.000741867,-1.031627642,0.397943348,12.11701258,-3.764744388,-3.2124639,-10.04913063,-9.898097464,-9.340125521
125,3.05E-05,0.0001515,77842.57535,60.93784424,28.65364045,0.3,0.016909289,-10141.56401,6.69261721,0.000767453,0.015247395,0.047184078,0.659169687,3.570395919,0.000741602,-1.031627677,0.397942812,12.11588473,-3.764912289,-3.212937923,-10.05342949,-9.898521908,-9.34958728
126,2.82E-05,0.000128955,77662.39948,60.55571075,28.64944423,0.3,0.016909289,-10142.47673,6.398620367,0.000703468,0.014153904,0.046417649,0.657934688,3.570364951,0.000741428,-1.031627683,0.39794274,12.11448424,-3.764932024,-3.213377061,-10.05489235,-9.900414196,-9.354519973
127,1.96E-05,0.000105384,77582.22982,60.4027236,28.64475981,0.3,0.016908611,-10146.02005,5.254075468,0.000615441,0.012986618,0.045993774,0.655571813,3.570364062,0.000741319,-1.031627719,0.397941358,12.11296961,-3.76626264,-3.213541103,-10.05560012,-9.901038724,-9.356133185
128,1.80E-05,9.60E-05,77503.29586,60.11582483,28.64182285,0.3,0.016637008,-10158.78858,5.201381058,0.000514793,0.011692446,0.045374744,0.652696092,3.48406424,0.00073797,-1.031627761,0.397940754,12.11281778,-3.767108134,-3.213848245,-10.05785658,-9.902839234,-9.357627281
129,1.39E-05,8.76E-05,77168.14554,60.04496011,28.63483297,0.28,0.01636507,-10162.53299,4.780535026,0.000443267,0.010874361,0.044871235,0.650230983,3.484050704,0.000737835,-1.031627835,0.397940295,12.11220513,-3.767469928,-3.214224539,-10.05964621,-9.908491218,-9.357815912
130,9.58E-06,8.19E-05,77083.9259,59.9732074,28.62968734,0.28,0.01622848,-10167.10448,4.768492426,0.000353698,0.010051626,0.04439179,0.647690293,3.473023085,0.000737809,-1.031627836,0.397939969,12.1117188,-3.768410015,-3.214544569,-10.06050085,-9.909420809,-9.358357296
131,8.71E-06,7.52E-05,76871.52152,59.53932406,28.62306095,0.28,0.01622848,-10169.91001,2.763603994,0.000288169,0.009484287,0.043966058,0.645860039,3.472995645,0.00073623,-1.031627839,0.397939828,12.11107454,-3.768491956,-3.215199896,-10.06121212,-9.91254591,-9.38786557
132,7.40E-06,6.45E-05,76185.77959,59.38362285,28.61799303,0.26,0.016019586,-10173.48878,2.719537787,0.000253815,0.009056987,0.04342286,0.642924145,3.472963505,0.000735461,-1.031627877,0.397939028,12.10999899,-3.768984727,-3.215428531,-10.06178081,-9.913862398,-9.390610871
133,5.68E-06,5.47E-05,76114.93339,59.27270079,28.61606964,0.26,0.016015638,-10176.17933,2.714707709,0.00022744,0.008925421,0.042971069,0.641803503,3.472083864,0.000735239,-1.031627882,0.397938868,12.10683767,-3.769143851,-3.215664775,-10.06484647,-9.916305939,-9.505293297
134,3.03E-06,4.58E-05,75794.36193,59.00795549,28.61337975,0.22,0.015918254,-10179.77651,2.711907398,0.000203661,0.008718677,0.042571331,0.640042861,3.472080774,0.000734931,-1.031627884,0.397937547,12.10469583,-3.770339501,-3.21597602,-10.06661649,-9.91700595,-9.507940635
135,2.21E-06,3.86E-05,75517.83426,58.94165202,28.60958167,0.16,0.015836583,-10191.67903,2.71127783,0.000182642,0.008441588,0.041596999,0.63878058,3.472080682,0.000734795,-1.03162789,0.3979346,12.09980646,-3.770983688,-3.216290267,-10.06803423,-9.917428778,-9.510496848
136,1.72E-06,3.35E-05,75334.47223,58.87851577,28.60568135,0.16,0.014506439,-10209.36624,2.594538386,0.000161217,0.008073337,0.041383973,0.635639489,3.453878996,0.000734698,-1.03162789,0.397933963,12.09793785,-3.771201987,-3.216462613,-10.06941464,-9.919520103,-9.511978988
137,1.46E-06,2.96E-05,75293.90635,58.82944025,28.60240245,0.16,0.014419447,-10227.7995,1.759574376,0.000142946,0.00797045,0.041118409,0.634631428,3.447638303,0.000734552,-1.03162789,0.397933518,12.09764475,-3.771555342,-3.216595535,-10.07054236,-9.92015942,-9.517687293
138,1.19E-06,2.49E-05,75249.57073,58.74572587,28.59969051,0.16,0.014364773,-10233.76616,1.627044628,0.00012589,0.007811054,0.040934359,0.632286599,3.37426717,0.000734373,-1.031627973,0.397933506,12.09713372,-3.77182751,-3.21684099,-10.07379504,-9.921536524,-9.524848204
139,9.46E-07,2.31E-05,75201.36208,58.7046786,28.59577581,0.16,0.014260454,-10239.19325,1.239101453,0.000110332,0.007756468,0.040514016,0.630222208,3.373875103,0.000734211,-1.031627974,0.397933414,12.09093877,-3.772095104,-3.216902086,-10.07460994,-9.922561981,-9.529086026
140,7.35E-07,2.08E-05,75103.09635,58.61993436,28.59142413,0.16,0.01422542,-10244.82359,1.094476574,0.000100199,0.007713331,0.040157479,0.628012283,3.373540324,0.000733959,-1.031627975,0.3979334,12.09045286,-3.772406811,-3.217542298,-10.07506815,-9.923148687,-9.535381435
141,6.30E-07,1.76E-05,74932.50585,58.55215708,28.58515377,0.16,0.01422542,-10250.39362,0.906986303,8.97E-05,0.007530524,0.039730401,0.624482065,3.373490834,0.000733706,-1.031627988,0.397932988,12.08870397,-3.772608471,-3.218575505,-10.07611469,-9.924263663,-9.538834475
142,3.84E-07,1.34E-05,74868.25245,58.54081941,28.57849131,0.16,0.014210701,-10252.16215,0.770853397,7.90E-05,0.007207738,0.039557247,0.622890769,3.373490811,0.000733169,-1.031627989,0.397932986,12.08815839,-3.772820531,-3.219054779,-10.07790196,-9.925080854,-9.540402706
143,2.76E-07,1.16E-05,74777.3175,58.51069583,28.56948174,0.16,0.014205286,-10253.14805,0.64461722,6.97E-05,0.006928385,0.039189226,0.621798706,3.373467622,0.000732604,-1.031628025,0.397932966,12.08742701,-3.772837681,-3.219462148,-10.07870181,-9.925761063,-9.54229199
144,1.72E-07,9.60E-06,74736.73332,58.44936899,28.56473497,0.14,0.013952211,-10256.83631,0.451028365,6.15E-05,0.006880899,0.038772974,0.620247898,3.373467412,0.000732306,-1.031628025,0.397932185,12.08659524,-3.772973986,-3.219720715,-10.08096204,-9.926085687,-9.544850853
145,1.36E-07,8.27E-06,74644.58572,58.41507666,28.56114192,0.14,0.013685124,-10259.66292,0.146651748,4.95E-05,0.006826727,0.038385729,0.618023807,3.373455518,0.000732214,-1.031628026,0.397931983,12.08600819,-3.77307956,-3.219812113,-10.08155636,-9.927056922,-9.547260878
146,1.11E-07,7.11E-06,74596.5253,58.40190655,28.55630471,0.14,0.01362418,-10261.30349,0.094911616,4.61E-05,0.006809714,0.03795868,0.615954914,3.37345537,0.000731312,-1.031628026,0.397931864,12.0853399,-3.773136066,-3.220066574,-10.08334175,-9.928682626,-9.548422019
147,8.41E-08,6.09E-06,74532.97775,58.38496086,28.55119501,0.14,0.01362418,-10262.69106,0.094691813,4.03E-05,0.006743443,0.037509927,0.614264272,3.373454676,0.000730762,-1.031628027,0.397931549,12.08513062,-3.773284864,-3.220111798,-10.08341543,-9.929682706,-9.549443076
148,6.78E-08,5.32E-06,73920.38089,58.33911314,28.54675026,0.14,0.01362418,-10263.38806,0.092610688,3.55E-05,0.006474891,0.037022673,0.613117671,3.373444321,0.000730656,-1.031628036,0.397931403,12.08494662,-3.773695284,-3.220208548,-10.08490512,-9.931716281,-9.550829088
149,5.81E-08,4.21E-06,73893.2687,58.33676558,28.54177192,0.14,0.013617018,-10266.38766,0.091765532,3.15E-05,0.006304021,0.036716286,0.611709428,3.373412104,0.000730222,-1.031628047,0.397930919,12.08459845,-3.774521634,-3.220415226,-10.08573206,-9.932945132,-9.551452557
150,4.46E-08,3.39E-06,73763.16928,58.32321264,28.53784213,0.14,0.013617018,-10278.62659,0.076874493,2.76E-05,0.006180261,0.036568321,0.609303371,3.373286698,0.000730137,-1.031628047,0.397930209,12.08318829,-3.77456375,-3.220698823,-10.08696947,-9.934474156,-9.554370468
151,2.95E-08,3.10E-06,73627.3237,58.30982161,28.53155048,0.14,0.013019111,-10284.07608,0.076829416,2.40E-05,0.005820091,0.03638054,0.607778899,3.353563795,0.000730021,-1.031628047,0.397930195,12.08215615,-3.774710503,-3.220799641,-10.08832119,-9.935393486,-9.555217638
152,2.40E-08,2.64E-06,73191.84912,58.29511072,28.52804188,0.14,0.012933185,-10284.93824,0.066531716,2.09E-05,0.005734721,0.036163825,0.606483708,3.35343433,0.000729871,-1.031628049,0.397929962,12.08058638,-3.775010074,-3.220952814,-10.08996944,-9.935831741,-9.557240918
153,1.72E-08,2.35E-06,73093.32565,58.27867643,28.52312164,0.14,0.012713806,-10288.50102,0.055505546,1.87E-05,0.005734287,0.036022613,0.605408925,3.353434042,0.000729679,-1.031628052,0.397929798,12.07701341,-3.775354327,-3.221111125,-10.09072446,-9.937232789,-9.558059032
154,1.34E-08,2.03E-06,72949.47741,58.17597208,28.51699663,0.1,0.012369251,-10289.87997,0.054714499,1.65E-05,0.005721936,0.035789933,0.603792546,3.353434034,0.000729517,-1.031628053,0.397926925,12.07574328,-3.775410885,-3.221246768,-10.09173074,-9.937614017,-9.558305758
155,1.00E-08,1.54E-06,72322.61481,58.09665982,28.51423479,0.1,0.012354927,-10294.11652,0.053556384,1.39E-05,0.005705751,0.035650539,0.6028171,3.353431654,0.000729045,-1.031628053,0.397926435,12.07379063,-3.775414519,-3.221427066,-10.09230964,-9.938085011,-9.558789857
156,7.53E-09,1.37E-06,72171.42448,58.06015596,28.50824628,0.08,0.012311936,-10295.09847,0.037462729,1.17E-05,0.005705619,0.03538099,0.601754299,3.353404006,0.000728704,-1.031628054,0.397926428,12.07163641,-3.775589363,-3.221594296,-10.09425018,-9.939793553,-9.558896964
157,5.97E-09,1.15E-06,71607.02606,58.05130889,28.50328697,0.08,0.012305503,-10300.99031,0.008821448,9.87E-06,0.0057052,0.035221831,0.600922538,3.353401333,0.000728637,-1.031628057,0.397926379,12.07130108,-3.775718437,-3.221834003,-10.09436215,-9.942938536,-9.559184493
158,4.29E-09,9.38E-07,71530.81249,58.03950832,28.49595416,0.08,0.012305503,-10302.13987,0.005234842,8.12E-06,0.005698013,0.035110996,0.599789603,3.353401254,0.000728365,-1.031628057,0.39792635,12.0711544,-3.776319436,-3.222008023,-10.09519845,-9.945392721,-9.559671565
159,2.66E-09,8.21E-07,71471.03808,57.95434381,28.48586064,0.08,0.012264232,-10303.98541,0.003142513,6.94E-06,0.005644474,0.034961104,0.598373554,3.35340125,0.000728341,-1.031628073,0.397926226,12.06854861,-3.776979445,-3.222288533,-10.09600922,-9.945717996,-9.560118958
160,1.75E-09,6.90E-07,71373.86202,57.84637824,28.47895573,0.08,0.012063817,-10306.00093,0.002249774,5.73E-06,0.005625679,0.034787002,0.596700901,3.353373926,0.000728282,-1.031628074,0.397925294,12.06681867,-3.777535865,-3.222381611,-10.09652847,-9.94595222,-9.560858725
161,1.29E-09,5.72E-07,71332.74683,57.47250556,28.47146575,0.08,0.011819239,-10311.85363,0.001272193,4.53E-06,0.005621295,0.034581882,0.59523479,3.353294977,0.000728186,-1.031628126,0.397924327,12.06300805,-3.777772402,-3.222569145,-10.09720453,-9.946401085,-9.56330744
162,7.35E-10,4.90E-07,71281.55975,57.31150855,28.46727261,0.08,0.011564311,-10319.53488,0.001047153,3.79E-06,0.005620739,0.034342492,0.594413397,3.353294976,0.000728035,-1.031628128,0.397923907,12.06047219,-3.777939674,-3.222702387,-10.09880524,-9.947941732,-9.565522626
163,5.96E-10,4.38E-07,71213.70656,57.30131277,28.46184249,0.08,0.011528338,-10322.16906,0.000782398,3.04E-06,0.005620725,0.034101798,0.593979342,3.353294757,0.000727856,-1.031628142,0.397923888,12.06003122,-3.778319202,-3.222749047,-10.10048849,-9.949181598,-9.568105813
164,4.14E-10,3.87E-07,71122.12297,57.28667915,28.45675801,0.08,0.011486817,-10325.78981,0.000391922,2.58E-06,0.005620719,0.033700758,0.593305226,3.353294757,0.000727802,-1.031628146,0.397920576,12.05820021,-3.778429238,-3.222871402,-10.10156127,-9.949537905,-9.5694597
165,2.89E-10,3.09E-07,71086.84745,56.72447742,28.44805499,0.08,0.011486817,-10327.32968,0.000292841,2.03E-06,0.005584374,0.033491804,0.592958377,3.353294757,0.000727397,-1.03162816,0.397920376,12.05740209,-3.778672558,-3.222919102,-10.10364658,-9.94997989,-9.570230601
166,1.45E-10,2.81E-07,71032.17694,56.63280331,28.44297418,0.08,0.011380101,-10331.46224,0.000160226,1.74E-06,0.005531855,0.033337503,0.591983239,3.353294482,0.00072732,-1.031628165,0.397919788,12.05729103,-3.778799145,-3.22296217,-10.1049641,-9.950094148,-9.571007696
167,1.05E-10,2.55E-07,70743.02298,56.57335748,28.43772669,0.08,0.011329451,-10338.36605,9.82E-05,1.51E-06,0.005527088,0.033064144,0.591307967,3.35329448,0.000727013,-1.031628166,0.3979194,12.05679314,-3.778916207,-3.223012853,-10.10519346,-9.950786302,-9.573782519
168,5.58E-11,2.06E-07,70637.76672,56.45648822,28.43409557,0.08,0.011279982,-10343.49803,7.71E-05,1.30E-06,0.005470474,0.032879194,0.590015081,3.353294478,0.000726973,-1.031628169,0.397918305,12.05556914,-3.778917385,-3.223326721,-10.10678341,-9.951680425,-9.575183654
169,3.91E-11,1.86E-07,70416.77966,56.36502927,28.42877412,0.08,0.010893459,-10345.58597,4.98E-05,1.12E-06,0.004454739,0.03264132,0.589217812,3.353294478,0.000725986,-1.031628179,0.397916567,12.05475812,-3.778923705,-3.223361486,-10.10914122,-9.95203562,-9.575859118
170,2.56E-11,1.57E-07,70311.7306,56.34271396,28.42354392,0.08,0.010876325,-10349.2983,2.69E-05,9.19E-07,0.004340242,0.032360546,0.589008005,3.353294009,0.00072569,-1.031628186,0.397916561,12.0543997,-3.778969444,-3.223381028,-10.10949286,-9.952484432,-9.578228698
171,1.85E-11,1.32E-07,70261.39301,56.25286613,28.41786324,0.08,0.010752195,-10351.83834,2.68E-05,7.51E-07,0.004111523,0.032269691,0.588053613,3.353293976,0.000725227,-1.031628196,0.397916329,12.05419176,-3.779006161,-3.223453859,-10.11085575,-9.952755621,-9.57869983
172,1.24E-11,1.10E-07,70190.26049,56.22248134,28.41109357,0.08,0.010737508,-10353.75942,2.55E-05,6.40E-07,0.003930393,0.032075908,0.586993082,3.35329395,0.000725197,-1.031628199,0.39791575,12.05350924,-3.779025593,-3.223523465,-10.11354942,-9.953289083,-9.578883898
173,9.51E-12,9.73E-08,70130.1545,56.11380004,28.40616883,0.08,0.010591756,-10354.89942,2.11E-05,5.08E-07,0.003389533,0.031836495,0.586023602,3.353293898,0.000725158,-1.0316282,0.397913898,12.05247554,-3.779033783,-3.223671111,-10.11383485,-9.953871382,-9.589967948
174,6.64E-12,7.37E-08,70054.04735,56.07518072,28.39584716,0.08,0.010584629,-10356.41281,1.72E-05,4.04E-07,0.003294127,0.031702331,0.585361464,3.353293895,0.000724998,-1.031628227,0.39791388,12.05050322,-3.779043637,-3.223742208,-10.11427673,-9.954263523,-9.594266003
175,4.50E-12,6.75E-08,69998.23572,56.02562504,28.3892992,0.08,0.010346591,-10358.59046,1.44E-05,3.58E-07,0.003250076,0.031483771,0.584085155,3.353293562,0.000724887,-1.031628227,0.397913808,12.05003875,-3.779047682,-3.223830199,-10.11492871,-9.954444028,-9.602179364
176,3.07E-12,4.96E-08,69852.83577,55.8791993,28.38398416,0.08,0.010059025,-10379.34335,9.81E-06,3.06E-07,0.003240178,0.031262071,0.581944008,3.353293547,0.000724853,-1.03162823,0.397909144,12.04997394,-3.779101783,-3.22388376,-10.11642821,-9.95501381,-9.603276721
177,2.28E-12,4.26E-08,69809.58387,55.56271754,28.37996178,0.08,0.010035719,-10383.5153,4.93E-06,2.36E-07,0.003221171,0.031120364,0.580348632,3.353293547,0.00072473,-1.031628238,0.397908957,12.04913236,-3.779174635,-3.224028805,-10.11656349,-9.955085895,-9.610189188
178,1.53E-12,3.64E-08,69630.64149,55.54070972,28.37581513,0.08,0.009824924,-10388.67512,2.69E-06,1.80E-07,0.003152425,0.03101906,0.580119104,3.353293509,0.000724603,-1.03162824,0.397908744,12.04856642,-3.779621435,-3.224170433,-10.1174603,-9.955406804,-9.696506342
179,8.62E-13,2.70E-08,69191.90884,55.48366071,28.37212752,0.08,0.009733463,-10393.4,2.21E-06,1.57E-07,0.003147512,0.030886807,0.579425492,3.353293087,0.000724419,-1.031628249,0.397908568,12.04433753,-3.779646548,-3.224207153,-10.11999427,-9.95575477,-9.713220653
180,5.47E-13,2.21E-08,69135.54685,55.46990156,28.36949342,0.08,0.009537766,-10395.91583,1.53E-06,1.23E-07,0.003111223,0.03082137,0.578820147,3.353292543,0.00072441,-1.031628249,0.397908549,12.04368598,-3.77973827,-3.224265755,-10.12004995,-9.955934098,-9.714391957
181,3.34E-13,2.00E-08,69083.36407,55.41543243,28.36454498,0.08,0.009028794,-10397.98175,1.50E-06,1.02E-07,0.002813154,0.030742438,0.577483238,3.353292192,0.000724376,-1.03162825,0.397907975,12.03562493,-3.779766728,-3.224301409,-10.12040621,-9.956028374,-9.756024311
182,2.36E-13,1.43E-08,68840.93515,55.32067123,28.35978783,0.08,0.009028794,-10400.68661,1.34E-06,8.37E-08,0.002805428,0.03063291,0.576644189,3.353291923,0.000724324,-1.031628253,0.397907905,12.03543471,-3.780169866,-3.224360485,-10.12084559,-9.956191859,-9.760348564
183,1.42E-13,1.23E-08,68759.59972,55.25596539,28.35525252,0.08,0.009027664,-10402.29929,1.14E-06,6.76E-08,0.002733621,0.030492252,0.575527484,3.353291923,0.000724096,-1.031628254,0.397907747,12.03382403,-3.780451229,-3.224396204,-10.12102262,-9.956222223,-9.77701844
184,8.38E-14,1.06E-08,68692.70148,55.16952054,28.35094908,0.08,0.008976225,-10404.01339,5.71E-07,5.40E-08,0.002731527,0.030352777,0.574718063,3.353291923,0.000724053,-1.031628255,0.397907744,12.03217438,-3.78060636,-3.22446371,-10.12113386,-9.956261937,-9.78213767
185,5.78E-14,8.43E-09,68616.54553,55.07380321,28.34794442,0.08,0.008965204,-10404.55217,4.17E-07,4.38E-08,0.002729269,0.030287778,0.573610526,3.353290822,0.000724019,-1.031628255,0.397907628,12.03093693,-3.780717896,-3.224512613,-10.12120957,-9.956950726,-9.783729354
186,4.30E-14,6.50E-09,68597.27877,55.04715788,28.34536764,0.08,0.008879616,-10405.20377,2.29E-07,3.44E-08,0.002729007,0.030213302,0.571445239,3.353290548,0.00072396,-1.031628284,0.397907558,12.03074043,-3.780804639,-3.224530764,-10.12217509,-9.960881792,-9.814659206
187,2.58E-14,5.92E-09,68489.9404,54.86600532,28.34298102,0.08,0.008327136,-10406.30993,1.12E-07,2.83E-08,0.002727906,0.030034246,0.570237403,3.347205203,0.000723957,-1.031628285,0.397907381,12.03030733,-3.780848916,-3.224701901,-10.12221931,-9.961043013,-9.820175047
188,1.56E-14,4.33E-09,68405.16449,54.86593017,28.34067282,0.08,0.008097237,-10416.99909,5.26E-08,2.38E-08,0.002727721,0.029786572,0.568180595,3.347205203,0.000723877,-1.031628285,0.397907292,12.03025439,-3.780871616,-3.224980814,-10.12230728,-9.96683358,-9.823022121
